feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
-0.10078370586664888,-0.07526348793953899,0.3738166752544554,1.8295106012013327,-1.0849199265088836,-0.6002740801564593,-1.5456865277396608,0.07856601056594474,-0.7942852228932051,-25.361926460447627
-0.43370811551083577,0.5231829165115037,-0.46405706580959377,-0.7459503486221717,-1.6182033922856311,-1.8591421302145712,-0.26388675240006787,0.7501587714811169,0.2137013185045615,-190.9553668656479
-0.0016163938256793548,-1.6031192359447222,-1.2610709940265186,1.3601485927135772,-1.0524344736986175,0.7172247962122219,-0.06533167901929006,-0.6883115828644756,0.9555360916860072,91.98252044379404
0.2977015808955625,-0.058010758731562743,0.46492447595025854,-1.1850108207303625,1.6469447065436023,-0.6289325629554778,0.08423316034483327,-0.1754327889150084,-0.44404728236476193,-48.64584409054699
-1.4444317235250395,-0.22497187264293103,0.680283696929657,0.13794450994081067,0.4475217025393831,-1.5831806180145942,1.7086989427710202,-0.08297695784995238,0.5392889244047724,52.90508990355395
-0.7847068621887675,0.06955296495580555,-0.7893736792109921,0.295392352210393,-1.2563392776355815,1.127874750351844,-0.5504928371970212,-0.20250000650535066,-0.3935831009010169,-102.4350453473782
1.8141412691093377,-1.2636350340789686,-1.0906759789968439,1.0349238206141367,2.095352563741045,-1.4442651269312061,-1.4204645365555455,-0.9721771075241343,-0.32861646882292467,81.16364186208114
1.822696464803194,-0.1465800085443344,-1.050590219313115,0.07285977587178008,1.9922352078869825,-1.9386857238803312,-1.0491447066524031,-0.9073894345608586,-1.2460419378681427,-110.23895541503849
-0.983102306704418,-0.9667907357102434,-0.6423856951631306,-0.37235625806081646,0.1472779160873664,2.0675341476542273,0.03216504661417649,0.17014112558470987,0.2544020282591633,69.9260325626661
-0.03613587398864535,-1.1654646017787889,0.2514455192316799,0.46186483769210934,-0.6722205308323154,0.35263023203924454,-0.5571249029359968,-0.4720923957787583,0.9142901362581579,56.9350711913518
1.5171360541577752,0.06457890303931532,-0.4081999133405931,-1.053949200181324,0.24118656701590424,-0.48671946253162063,-0.5279164472635183,-0.08241357253073221,-0.6031961987103845,-163.63140509721248
1.076460361216883,-1.077033801941073,0.5147055136905296,-0.159563140819067,-1.7746985521089174,0.7547404687152368,0.9754393945925514,0.04301725601161608,-1.399327740246928,-238.4141388616021
-1.607546942498819,0.4080346263184818,-1.8798021625715233,-1.4433082000400181,0.7049458558215108,2.227213048474105,0.044529773539307975,-2.619521405452254,2.4262498408889166,21.57494685557668
-0.9953093586578914,-1.7442655372503841,-0.577955489265195,1.5053578993954828,0.5064197712792888,-0.13639993840594183,-0.571293868408949,-0.9700986854766227,-0.13947106477217106,64.65096956739872
0.34915143321569003,0.0025603925480484077,-0.5230687183124325,0.8432410268489202,-0.4754026277824453,-1.2992715074128607,-0.23526500208268383,0.7335407175030516,2.594820193710482,295.9795139511486
0.09719466048638252,0.3446067040841099,-1.58429307350361,1.620885658824541,-2.901991320881554,1.8132824109011574,-0.5738908857303306,-0.6763855756762318,0.16945550792880285,-69.53934906646138
-1.8699434923664948,1.027579653450992,0.5635864984427787,1.0826495557057496,-0.7294731383156485,0.3262451609117275,0.3837667146592307,-0.9264648631509836,0.0998831933397825,-3.1061914732580513
1.1711663688828484,-0.029816622626531862,-0.7652645386920267,-0.4963773593293107,0.25137472113684217,-0.2489616359893385,-0.4763145946493445,-1.3473693690632143,-0.8751987445470876,-225.22842421521662
0.5034688345807181,0.2981289507266534,-0.014601282803900677,-0.4197353220627634,-1.953186880422338,1.539653270670535,-1.2132900029110838,1.9740154515826218,-2.1389840305639405,-209.7161130346003
1.318719244563309,0.9914585561542463,0.2350552297252389,-0.7327314265974225,0.8327909800014519,1.2870580234055473,-0.5268612429070529,-0.7512233851449742,-2.272282481310015,-230.34412125410734
0.5552672855299048,-0.9795764062098893,-1.1954851649105185,-1.09124670107206,-0.664152974923098,-1.2786569176662184,0.691864982014934,-1.6551194821094666,0.40700149971519806,-280.72518015929086
1.1057375888423757,2.112645452275636,-0.5788533359938149,0.28611346982416047,0.3922784212131077,-0.5391286557005283,0.8607419420790998,-0.04037082114288074,-0.9778899975970233,-52.619408265914714
-1.694499193565541,-0.9801509669668772,1.3793522252391877,-0.23185213763022264,1.6308560733083202,1.7595422682579203,-0.08207212379098282,1.2985083125385275,0.767223277670787,345.54482965244534
0.5824374442405977,-0.1214065817056586,0.41260443217081355,0.05048780448251114,-0.24204521001325754,0.4875593461534339,-0.09835419621194187,-1.2323017961226308,0.5027157363870913,-23.084399323387498
