Glazing Area,Glazing Area Distribution_0,Glazing_x_GlazingDist,Glazing_x_Orientation,target,Height_to_Wall_Ratio,Relative Compactness,Roof Area,Surface_to_Volume_Ratio,Surface_x_Compactness,Volume,Wall Area,Wall_to_Roof_Ratio
0.0,1.0,0.0,0.0,15.55,0.0238095238095238,0.98,110.25,0.1428571428571428,504.21,3601.5,294.0,2.6666666666666665
0.0,1.0,0.0,0.0,15.55,0.0238095238095238,0.98,110.25,0.1428571428571428,504.21,3601.5,294.0,2.6666666666666665
0.0,1.0,0.0,0.0,15.55,0.0238095238095238,0.98,110.25,0.1428571428571428,504.21,3601.5,294.0,2.6666666666666665
0.0,1.0,0.0,0.0,15.55,0.0238095238095238,0.98,110.25,0.1428571428571428,504.21,3601.5,294.0,2.6666666666666665
0.0,1.0,0.0,0.0,20.84,0.0219780219780219,0.9,122.5,0.1428571428571428,507.15,3944.5,318.5,2.6
0.0,1.0,0.0,0.0,21.46,0.0219780219780219,0.9,122.5,0.1428571428571428,507.15,3944.5,318.5,2.6
0.0,1.0,0.0,0.0,20.71,0.0219780219780219,0.9,122.5,0.1428571428571428,507.15,3944.5,318.5,2.6
0.0,1.0,0.0,0.0,19.68,0.0219780219780219,0.9,122.5,0.1428571428571428,507.15,3944.5,318.5,2.6
0.0,1.0,0.0,0.0,19.5,0.0238095238095238,0.86,147.0,0.1428571428571428,505.68,4116.0,294.0,2.0
0.0,1.0,0.0,0.0,19.95,0.0238095238095238,0.86,147.0,0.1428571428571428,505.68,4116.0,294.0,2.0
0.0,1.0,0.0,0.0,19.34,0.0238095238095238,0.86,147.0,0.1428571428571428,505.68,4116.0,294.0,2.0
0.0,1.0,0.0,0.0,18.31,0.0238095238095238,0.86,147.0,0.1428571428571428,505.68,4116.0,294.0,2.0
0.0,1.0,0.0,0.0,17.05,0.0219780219780219,0.82,147.0,0.1428571428571428,502.25,4287.5,318.5,2.1666666666666665
0.0,1.0,0.0,0.0,17.41,0.0219780219780219,0.82,147.0,0.1428571428571428,502.25,4287.5,318.5,2.1666666666666665
0.0,1.0,0.0,0.0,16.95,0.0219780219780219,0.82,147.0,0.1428571428571428,502.25,4287.5,318.5,2.1666666666666665
0.0,1.0,0.0,0.0,15.98,0.0219780219780219,0.82,147.0,0.1428571428571428,502.25,4287.5,318.5,2.1666666666666665
0.0,1.0,0.0,0.0,28.52,0.0204081632653061,0.79,147.0,0.1428571428571428,503.23,4459.0,343.0,2.333333333333333
0.0,1.0,0.0,0.0,29.9,0.0204081632653061,0.79,147.0,0.1428571428571428,503.23,4459.0,343.0,2.333333333333333
0.0,1.0,0.0,0.0,29.63,0.0204081632653061,0.79,147.0,0.1428571428571428,503.23,4459.0,343.0,2.333333333333333
0.0,1.0,0.0,0.0,28.75,0.0204081632653061,0.79,147.0,0.1428571428571428,503.23,4459.0,343.0,2.333333333333333
0.0,1.0,0.0,0.0,24.77,0.0168067226890756,0.76,122.5,0.1428571428571428,502.74,4630.5,416.5,3.4
0.0,1.0,0.0,0.0,23.93,0.0168067226890756,0.76,122.5,0.1428571428571428,502.74,4630.5,416.5,3.4
0.0,1.0,0.0,0.0,24.77,0.0168067226890756,0.76,122.5,0.1428571428571428,502.74,4630.5,416.5,3.4
0.0,1.0,0.0,0.0,23.93,0.0168067226890756,0.76,122.5,0.1428571428571428,502.74,4630.5,416.5,3.4
0.0,1.0,0.0,0.0,6.07,0.0142857142857142,0.74,220.5,0.2857142857142857,507.64,2401.0,245.0,1.1111111111111112
0.0,1.0,0.0,0.0,6.05,0.0142857142857142,0.74,220.5,0.2857142857142857,507.64,2401.0,245.0,1.1111111111111112
0.0,1.0,0.0,0.0,6.01,0.0142857142857142,0.74,220.5,0.2857142857142857,507.64,2401.0,245.0,1.1111111111111112
0.0,1.0,0.0,0.0,6.04,0.0142857142857142,0.74,220.5,0.2857142857142857,507.64,2401.0,245.0,1.1111111111111112
0.0,1.0,0.0,0.0,6.37,0.0129870129870129,0.71,220.5,0.2857142857142857,504.455,2486.75,269.5,1.2222222222222223
0.0,1.0,0.0,0.0,6.4,0.0129870129870129,0.71,220.5,0.2857142857142857,504.455,2486.75,269.5,1.2222222222222223
0.0,1.0,0.0,0.0,6.366,0.0129870129870129,0.71,220.5,0.2857142857142857,504.455,2486.75,269.5,1.2222222222222223
0.0,1.0,0.0,0.0,6.4,0.0129870129870129,0.71,220.5,0.2857142857142857,504.455,2486.75,269.5,1.2222222222222223
0.0,1.0,0.0,0.0,6.85,0.0119047619047619,0.69,220.5,0.2857142857142857,507.15,2572.5,294.0,1.3333333333333333
0.0,1.0,0.0,0.0,6.79,0.0119047619047619,0.69,220.5,0.2857142857142857,507.15,2572.5,294.0,1.3333333333333333
0.0,1.0,0.0,0.0,6.77,0.0119047619047619,0.69,220.5,0.2857142857142857,507.15,2572.5,294.0,1.3333333333333333
0.0,1.0,0.0,0.0,6.81,0.0119047619047619,0.69,220.5,0.2857142857142857,507.15,2572.5,294.0,1.3333333333333333
0.0,1.0,0.0,0.0,7.18,0.0109890109890109,0.66,220.5,0.2857142857142857,501.27,2658.25,318.5,1.4444444444444444
0.0,1.0,0.0,0.0,7.1,0.0109890109890109,0.66,220.5,0.2857142857142857,501.27,2658.25,318.5,1.4444444444444444
0.0,1.0,0.0,0.0,7.1,0.0109890109890109,0.66,220.5,0.2857142857142857,501.27,2658.25,318.5,1.4444444444444444
0.0,1.0,0.0,0.0,7.1,0.0109890109890109,0.66,220.5,0.2857142857142857,501.27,2658.25,318.5,1.4444444444444444
0.0,1.0,0.0,0.0,10.85,0.010204081632653,0.64,220.5,0.2857142857142857,501.76,2744.0,343.0,1.5555555555555556
0.0,1.0,0.0,0.0,10.54,0.010204081632653,0.64,220.5,0.2857142857142857,501.76,2744.0,343.0,1.5555555555555556
0.0,1.0,0.0,0.0,10.77,0.010204081632653,0.64,220.5,0.2857142857142857,501.76,2744.0,343.0,1.5555555555555556
0.0,1.0,0.0,0.0,10.56,0.010204081632653,0.64,220.5,0.2857142857142857,501.76,2744.0,343.0,1.5555555555555556
0.0,1.0,0.0,0.0,8.6,0.0095238095238095,0.62,220.5,0.2857142857142857,501.27,2829.75,367.5,1.6666666666666667
0.0,1.0,0.0,0.0,8.49,0.0095238095238095,0.62,220.5,0.2857142857142857,501.27,2829.75,367.5,1.6666666666666667
0.0,1.0,0.0,0.0,8.45,0.0095238095238095,0.62,220.5,0.2857142857142857,501.27,2829.75,367.5,1.6666666666666667
0.0,1.0,0.0,0.0,8.5,0.0095238095238095,0.62,220.5,0.2857142857142857,501.27,2829.75,367.5,1.6666666666666667
0.1,0.0,0.1,0.2,24.58,0.0238095238095238,0.98,110.25,0.1428571428571428,504.21,3601.5,294.0,2.6666666666666665
0.1,0.0,0.1,0.3,24.63,0.0238095238095238,0.98,110.25,0.1428571428571428,504.21,3601.5,294.0,2.6666666666666665
0.1,0.0,0.1,0.4,24.63,0.0238095238095238,0.98,110.25,0.1428571428571428,504.21,3601.5,294.0,2.6666666666666665
0.1,0.0,0.1,0.5,24.59,0.0238095238095238,0.98,110.25,0.1428571428571428,504.21,3601.5,294.0,2.6666666666666665
0.1,0.0,0.1,0.2,29.03,0.0219780219780219,0.9,122.5,0.1428571428571428,507.15,3944.5,318.5,2.6
0.1,0.0,0.1,0.3,29.87,0.0219780219780219,0.9,122.5,0.1428571428571428,507.15,3944.5,318.5,2.6
0.1,0.0,0.1,0.4,29.14,0.0219780219780219,0.9,122.5,0.1428571428571428,507.15,3944.5,318.5,2.6
0.1,0.0,0.1,0.5,28.09,0.0219780219780219,0.9,122.5,0.1428571428571428,507.15,3944.5,318.5,2.6
0.1,0.0,0.1,0.2,26.28,0.0238095238095238,0.86,147.0,0.1428571428571428,505.68,4116.0,294.0,2.0
0.1,0.0,0.1,0.3,26.91,0.0238095238095238,0.86,147.0,0.1428571428571428,505.68,4116.0,294.0,2.0
0.1,0.0,0.1,0.4,26.37,0.0238095238095238,0.86,147.0,0.1428571428571428,505.68,4116.0,294.0,2.0
0.1,0.0,0.1,0.5,25.27,0.0238095238095238,0.86,147.0,0.1428571428571428,505.68,4116.0,294.0,2.0
0.1,0.0,0.1,0.2,23.53,0.0219780219780219,0.82,147.0,0.1428571428571428,502.25,4287.5,318.5,2.1666666666666665
0.1,0.0,0.1,0.3,24.03,0.0219780219780219,0.82,147.0,0.1428571428571428,502.25,4287.5,318.5,2.1666666666666665
0.1,0.0,0.1,0.4,23.54,0.0219780219780219,0.82,147.0,0.1428571428571428,502.25,4287.5,318.5,2.1666666666666665
0.1,0.0,0.1,0.5,22.58,0.0219780219780219,0.82,147.0,0.1428571428571428,502.25,4287.5,318.5,2.1666666666666665
0.1,0.0,0.1,0.2,35.56,0.0204081632653061,0.79,147.0,0.1428571428571428,503.23,4459.0,343.0,2.333333333333333
0.1,0.0,0.1,0.3,37.12,0.0204081632653061,0.79,147.0,0.1428571428571428,503.23,4459.0,343.0,2.333333333333333
0.1,0.0,0.1,0.4,36.9,0.0204081632653061,0.79,147.0,0.1428571428571428,503.23,4459.0,343.0,2.333333333333333
0.1,0.0,0.1,0.5,35.94,0.0204081632653061,0.79,147.0,0.1428571428571428,503.23,4459.0,343.0,2.333333333333333
0.1,0.0,0.1,0.2,32.96,0.0168067226890756,0.76,122.5,0.1428571428571428,502.74,4630.5,416.5,3.4
0.1,0.0,0.1,0.3,32.12,0.0168067226890756,0.76,122.5,0.1428571428571428,502.74,4630.5,416.5,3.4
0.1,0.0,0.1,0.4,32.94,0.0168067226890756,0.76,122.5,0.1428571428571428,502.74,4630.5,416.5,3.4
0.1,0.0,0.1,0.5,32.21,0.0168067226890756,0.76,122.5,0.1428571428571428,502.74,4630.5,416.5,3.4
0.1,0.0,0.1,0.2,10.36,0.0142857142857142,0.74,220.5,0.2857142857142857,507.64,2401.0,245.0,1.1111111111111112
0.1,0.0,0.1,0.3,10.43,0.0142857142857142,0.74,220.5,0.2857142857142857,507.64,2401.0,245.0,1.1111111111111112
0.1,0.0,0.1,0.4,10.36,0.0142857142857142,0.74,220.5,0.2857142857142857,507.64,2401.0,245.0,1.1111111111111112
0.1,0.0,0.1,0.5,10.39,0.0142857142857142,0.74,220.5,0.2857142857142857,507.64,2401.0,245.0,1.1111111111111112
0.1,0.0,0.1,0.2,10.71,0.0129870129870129,0.71,220.5,0.2857142857142857,504.455,2486.75,269.5,1.2222222222222223
0.1,0.0,0.1,0.3,10.8,0.0129870129870129,0.71,220.5,0.2857142857142857,504.455,2486.75,269.5,1.2222222222222223
0.1,0.0,0.1,0.4,10.7,0.0129870129870129,0.71,220.5,0.2857142857142857,504.455,2486.75,269.5,1.2222222222222223
0.1,0.0,0.1,0.5,10.75,0.0129870129870129,0.71,220.5,0.2857142857142857,504.455,2486.75,269.5,1.2222222222222223
0.1,0.0,0.1,0.2,11.11,0.0119047619047619,0.69,220.5,0.2857142857142857,507.15,2572.5,294.0,1.3333333333333333
0.1,0.0,0.1,0.3,11.13,0.0119047619047619,0.69,220.5,0.2857142857142857,507.15,2572.5,294.0,1.3333333333333333
0.1,0.0,0.1,0.4,11.09,0.0119047619047619,0.69,220.5,0.2857142857142857,507.15,2572.5,294.0,1.3333333333333333
0.1,0.0,0.1,0.5,11.16,0.0119047619047619,0.69,220.5,0.2857142857142857,507.15,2572.5,294.0,1.3333333333333333
0.1,0.0,0.1,0.2,11.68,0.0109890109890109,0.66,220.5,0.2857142857142857,501.27,2658.25,318.5,1.4444444444444444
0.1,0.0,0.1,0.3,11.69,0.0109890109890109,0.66,220.5,0.2857142857142857,501.27,2658.25,318.5,1.4444444444444444
0.1,0.0,0.1,0.4,11.7,0.0109890109890109,0.66,220.5,0.2857142857142857,501.27,2658.25,318.5,1.4444444444444444
0.1,0.0,0.1,0.5,11.69,0.0109890109890109,0.66,220.5,0.2857142857142857,501.27,2658.25,318.5,1.4444444444444444
0.1,0.0,0.1,0.2,15.41,0.010204081632653,0.64,220.5,0.2857142857142857,501.76,2744.0,343.0,1.5555555555555556
